CODINST;NOMBREINSTITUCION;CODIGOMUNICIPIO;NOMBREMUNICIPIO;DEPARTAMENTO;CALENDARIO;NATURALEZA;JORNADA;EVALUADOS;PROMLECTURACRITICA;PROMMATEMATICA;PROMSOCIALESYCIUDADANAS;PROMCIENCIASNATURALES;PROMINGLES;DESVLECTURACRITICA;DESVMATEMATICA;DESVSOCIALESYCIUDADANAS;DESVCIENCIASNATURALES;DESVINGLES;PERIODO
2105;LICEO SAN ANTONIO;5364;JARDIN;ANTIOQUIA;A;OFICIAL;COMPLETA;93;54,64;53,5;54,12;56;51,9;9,98;11,21;10,51;9,13;11,34;20162
2147;COLEGIO MARIA AUXILIADORA;5376;LA CEJA;ANTIOQUIA;A;NO OFICIAL;COMPLETA;22;61,68;64,13;62,81;63,45;70,68;9,6;9,93;6,98;7,84;8,47;20162
2154;COLEGIO SALESIANO SANTO DOMINGO SAVIO;5376;LA CEJA;ANTIOQUIA;A;NO OFICIAL;COMPLETA;55;60,98;59,69;61,58;60,98;66,03;6,8;8,08;7,29;6,53;9,78;20162
2170;COLEGIO BERNARDO URIBE LONDOO;5376;LA CEJA;ANTIOQUIA;A;OFICIAL;TARDE;85;54,37;53,45;52,4;53,12;53,74;8,89;11,35;9,87;8,37;12,78;20162
2188;COLEGIO LA PRESENTACION;5380;LA ESTRELLA;ANTIOQUIA;A;NO OFICIAL;COMPLETA;36;60,33;57,11;57,27;59,16;63,55;7,96;8,01;8,07;7,14;9,38;20162
2196;I. E. BERNARDO ARANGO MACIAS;5380;LA ESTRELLA;ANTIOQUIA;A;OFICIAL;TARDE;159;55,96;51,98;53,25;51,72;52,29;8,27;9,38;8,91;7,75;9,52;20162
2204;COLEGIO DIVINO SALVADOR( ANTES SEMINARIO DIVINO SALVADOR);5380;LA ESTRELLA;ANTIOQUIA;A;NO OFICIAL;COMPLETA;38;58,71;54,23;57,1;55,63;59,5;7,49;12,71;10,26;10,86;13,91;20162
2220;I. E. SAN FRANCISCO DE ASIS;5411;LIBORINA;ANTIOQUIA;A;OFICIAL;COMPLETA;40;53,12;49,42;49,8;51,1;45,25;7,58;7,11;9,23;7,29;8,29;20162
2253;LICEO MANUELA BELTRAN;5425;MACEO;ANTIOQUIA;A;OFICIAL;MANANA;42;53,61;49,88;49,54;51,54;50,09;7,95;11,16;9,26;7,78;9,13;20162
2261;I. E. SAN JOSE;5440;MARINILLA;ANTIOQUIA;A;OFICIAL;MANANA;71;57,29;56,76;55,43;55,46;52,71;8,9;9,39;8,1;7,52;9,82;20162
2279;INSTITUTO TECNICO INDUSTRIAL SIMONA DUQUE;5440;MARINILLA;ANTIOQUIA;A;OFICIAL;MANANA;129;57,96;58;55,89;57,55;56,48;8,32;9,51;9,41;9,05;9,93;20162
2287;COLEGIO NOCTURNO MONSEOR EMILIO BOTERO GONZALEZ;5440;MARINILLA;ANTIOQUIA;A;OFICIAL;NOCTURNA;43;46,53;42,9;43,76;45,81;44,55;7,87;9,16;10,67;8,34;8,27;20162
2295;I. E. NORMAL SUPERIOR RAFAEL MARIA GIRALDO;5440;MARINILLA;ANTIOQUIA;A;OFICIAL;MANANA;96;59,09;56,65;55,92;56,44;57,19;8;9,7;8,22;6,5;10,36;20162
2303;I. E. MARIANO J. VILLEGAS;5467;MONTEBELLO;ANTIOQUIA;A;OFICIAL;COMPLETA;33;54,78;54,03;53,93;53,66;51,24;8,13;9,2;8,25;7,34;10,48;20162
2311;I. E. INMACULADA CONCEPCION;5483;NARIO;ANTIOQUIA;A;OFICIAL;COMPLETA;30;51,66;50,06;49,63;53,3;44,3;7,99;9,7;7,9;7,59;8,74;20162
2329;LICEO EL SALVADOR;5576;PUEBLORRICO;ANTIOQUIA;A;OFICIAL;COMPLETA;42;56,28;55,78;54,3;56,04;54,78;8,64;9,95;9,27;6,03;8,27;20162
2337;COLEGIO ANTONIO NARIO;5579;PUERTO BERRIO;ANTIOQUIA;A;OFICIAL;MANANA;120;46,45;41,9;42,13;42,12;41,4;8,07;8,6;9,12;7,98;7,19;20162
2352;LICEO IGNACIO YEPES YEPES;5604;REMEDIOS;ANTIOQUIA;A;OFICIAL;TARDE;79;47,89;45,58;43;45,78;43,55;7,9;10,12;8,79;7,23;9,65;20162
2360;COLEGIO LA PRESENTACION;5615;RIONEGRO;ANTIOQUIA;A;NO OFICIAL;COMPLETA;60;62,71;59,91;60,95;59,86;70,2;8,6;8,83;8,19;7;11,1;20162
2378;INSTITUTO TECNICO INDUSTRIAL SANTIAGO DE ARMA;5615;RIONEGRO;ANTIOQUIA;A;OFICIAL;TARDE;109;61,28;66,17;60,1;62,11;60,46;7,25;7,89;8,53;6,24;9,58;20162
2402;INSTITUCION EDUCATIVA JOSEFINA  MUOZ GONZALEZ;5615;RIONEGRO;ANTIOQUIA;A;OFICIAL;TARDE;188;57,86;55,56;55,14;55,69;58,09;7,79;8,29;8,54;7,12;9,75;20162
2410;LICEO JOSE MARIA CORDOBA;5615;RIONEGRO;ANTIOQUIA;A;OFICIAL;COMPLETA;66;54,46;53,63;52,25;53,9;54,24;8,52;10,45;9,23;7,58;9,56;20162
2428;COLEGIO EL CARMELO;5631;SABANETA;ANTIOQUIA;A;NO OFICIAL;COMPLETA;88;62,5;62,21;62,89;62,13;67,7;6,96;8,46;7,26;7,67;9,77;20162
2436;COLEGIO PADRE RAMON ARCILA R;5631;SABANETA;ANTIOQUIA;A;NO OFICIAL;COMPLETA;27;60,51;57,44;59,96;61,44;64,07;7,99;9,89;8,33;8,98;8,64;20162
2451;ASPAEN - GIMNASIO LOS ALCAZARES;5631;SABANETA;ANTIOQUIA;A;NO OFICIAL;COMPLETA;38;67,47;71,18;70,23;71,21;80,6;6,51;6,26;10,24;8,9;7,1;20162
2469;I. E. JOSE FELIX DE RESTREPO VELEZ;5631;SABANETA;ANTIOQUIA;A;OFICIAL;MANANA;82;57,68;56,39;56,75;57;55,35;8,02;9,34;9,02;8,2;10,09;20162
2477;LICEO JULIO RESTREPO;5642;SALGAR;ANTIOQUIA;A;OFICIAL;MANANA;82;51,76;48,64;49,04;51,35;47,57;7,61;9,59;8,52;6,6;8,87;20162
2485;LICEO JUAN XXIII;5647;SAN ANDRES;ANTIOQUIA;A;OFICIAL;COMPLETA;47;49,38;47,27;46,91;49,97;45,51;8,16;10,79;8,67;7,59;6,99;20162
2493;LICEO JOAQUIN CARDENAS GOMEZ;5649;SAN CARLOS;ANTIOQUIA;A;OFICIAL;COMPLETA;99;53,91;49,82;51,23;53,12;51,35;8,03;8,87;9,18;7,33;9,88;20162
2501;I. E.  ESCUELA NORMAL SUPERIOR GENOVEVA DIAZ;5656;SAN JERONIMO;ANTIOQUIA;A;OFICIAL;COMPLETA;77;52,85;49,64;51,45;52,79;51,16;9,91;10,66;10,82;8,45;9,81;20162
2519;I. E. FRANCISCO ABEL GALLEGO;5658;SAN JOSE DE LA MONTAA;ANTIOQUIA;A;OFICIAL;COMPLETA;26;52,53;49,46;50,34;50,34;50,88;5,49;9,03;8,38;7,74;6,6;20162
2527;LICEO SAN LUIS;5660;SAN LUIS;ANTIOQUIA;A;OFICIAL;MANANA;66;53,81;51,54;49,27;51,53;48,98;7,48;8,8;8,27;7,33;8,09;20162
2535;LICEO PIO XII;5664;SAN PEDRO;ANTIOQUIA;A;OFICIAL;COMPLETA;110;52,91;50,8;49,1;50,61;49,56;8,02;9,47;9,62;8,24;8,8;20162
2543;I.E. ESCUELA NORMAL SUPERIOR SEOR DE LOS MILAGROS;5664;SAN PEDRO;ANTIOQUIA;A;OFICIAL;COMPLETA;69;54,59;53,2;53,89;52,92;51,76;8,4;9,51;9,53;7,8;8,73;20162
2568;COLEGIO SAN RAFAEL;5667;SAN RAFAEL;ANTIOQUIA;A;OFICIAL;COMPLETA;76;52,61;52,96;50,78;52,71;55,93;7,87;8,83;7,94;7,79;8,58;20162
2576;I. E. PRESBITERO ABRAHAN JARAMILLO;5670;SAN ROQUE;ANTIOQUIA;A;OFICIAL;COMPLETA;46;50,1;51,63;48,73;49,97;49,1;8,83;11,04;10,04;7,3;10,88;20162
2618;I. E CARDENAL ANIBAL MUOZ DUQUE;5686;SANTA ROSA DE OSOS;ANTIOQUIA;A;OFICIAL;COMPLETA;120;55,03;52,52;52,74;53,71;49,46;8,36;8,63;8,23;7,42;8;20162
2626;I.E.R. MONSEOR MIGUEL ANGEL BUILES;5686;SANTA ROSA DE OSOS;ANTIOQUIA;A;OFICIAL;COMPLETA;11;54,27;52,72;51,09;54,27;50,9;8,68;12,13;9,72;7,47;11,3;20162
2634;I. E. ESCUELA NORMAL SUPERIOR PEDRO JUSTO BERRIO;5686;SANTA ROSA DE OSOS;ANTIOQUIA;A;OFICIAL;COMPLETA;60;58,61;58,98;60,33;59,86;58,8;6,46;8,82;8,15;6,64;8,63;20162
2659;I.E. TECNICO INDUSTRIAL TOMAS CARRASQUILLA;5690;SANTO DOMINGO;ANTIOQUIA;A;OFICIAL;COMPLETA;18;55,05;54,16;51,72;55,27;50,5;9,83;10,89;10,2;8,5;9,14;20162
2675;LICEO PBRO LUIS RODOLFO GOMEZ RAMIREZ;5697;SANTUARIO;ANTIOQUIA;A;OFICIAL;TARDE;98;55,2;53,2;52,72;52,54;55,17;8,21;9,09;8,78;7,08;8,86;20162
2683;COLEGIO  MARIA AUXILIADORA;5697;SANTUARIO;ANTIOQUIA;A;NO OFICIAL;COMPLETA;31;63,03;61,54;60,58;61,7;64,35;7,64;7,72;9,25;6,69;9,34;20162
2691;COLEGIO LIBORIO BATALLER;5736;SEGOVIA;ANTIOQUIA;A;OFICIAL;MANANA;40;48,72;43,2;44,82;44,32;43,77;7,58;9,54;11,15;9,17;9,21;20162
2717;I. E.TECNICO INDUSTRIAL ANTONIO ALVAREZ RESTREPO;5756;SONSON;ANTIOQUIA;A;OFICIAL;COMPLETA;57;51,63;50,71;49,28;52,49;52,71;7,47;8,63;9,63;6,28;8,4;20162
2733;I. E. BRAULIO MEJIA;5756;SONSON;ANTIOQUIA;A;OFICIAL;COMPLETA;23;52,34;50,82;52;52,17;51,17;6,69;7,75;7,75;4,6;8,56;20162
2741;I. E. TECNICO AGROPECUARIO Y EN SALUD DE SONSN;5756;SONSON;ANTIOQUIA;A;OFICIAL;COMPLETA;56;54,37;52,98;54,1;54,12;50,42;8,5;10,31;9,58;7,39;9,36;20162
2766;ESCUELA NORMAL SUPERIOR SANTA TERESITA;5761;SOPETRAN;ANTIOQUIA;A;OFICIAL;COMPLETA;65;51,38;50,96;52,73;51,35;49,83;7,63;10,16;9,41;7,66;8,39;20162
2774;COLEGIO JOSE MARIA VILLA;5761;SOPETRAN;ANTIOQUIA;A;OFICIAL;MANANA;58;48,86;47,12;45,18;49,5;45,93;6,7;8,75;8,48;8,69;8,58;20162
2782;INSTITUTO AGRICOLA;5789;TAMESIS;ANTIOQUIA;A;OFICIAL;COMPLETA;34;52,76;49,61;51,11;51,47;49,7;9,71;9,99;8,05;7,95;7,53;20162
2790;COLEGIO RAFAEL J. MEJIA;5789;TAMESIS;ANTIOQUIA;A;OFICIAL;COMPLETA;81;49,69;48,14;47,41;51,5;48,59;8,47;9,54;9,54;7,54;8,28;20162
2808;COLEGIO SANTO TOMAS DE AQUINO;5809;TITIRIBI;ANTIOQUIA;A;OFICIAL;COMPLETA;50;50,76;47,96;50,56;50,54;48,14;8,94;10,05;10,84;8,69;9,02;20162
2824;I. E. ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA;5847;URRAO;ANTIOQUIA;A;OFICIAL;COMPLETA;118;55,6;53,32;52,3;52,97;48,61;9,18;11,29;9,58;8,2;8,2;20162
2832;COLEGIO SIMON BOLIVAR;5847;URRAO;ANTIOQUIA;A;OFICIAL;TARDE;131;49,57;47,69;48,1;48,54;46,56;8,57;9,9;9,88;8,42;8,44;20162
2840;COLEGIO RAFAEL URIBE URIBE;5856;VALPARAISO;ANTIOQUIA;A;OFICIAL;COMPLETA;50;52,48;51,8;49,4;49,66;49,88;7,72;10,11;9,73;7,82;8,37;20162
2865;I. E. SAN JOSE;5861;VENECIA;ANTIOQUIA;A;OFICIAL;MANANA;51;55,76;54,23;52,33;52,25;50,74;9,18;11,04;9,13;8,95;13,09;20162
2881;COLEGIO DE MARIA;5887;YARUMAL;ANTIOQUIA;A;OFICIAL;TARDE;158;54,75;53,41;52,7;52,76;51,15;8,22;9,28;9,41;7,34;9,37;20162
2899;LICEO SAN LUIS;5887;YARUMAL;ANTIOQUIA;A;OFICIAL;MANANA;92;56,59;55,41;54,44;54,93;52,28;7,5;9,86;9,12;7,69;9,76;20162
2907;FUNDACIN ESCUELA NORMAL SUPERIOR  LA MERCED;5887;YARUMAL;ANTIOQUIA;A;NO OFICIAL;COMPLETA;27;56,81;53,85;54,44;56;56,55;9,57;9,67;8,04;7;10,1;20162
2915;COLEGIO EDUARDO AGUILAR;5890;YOLOMBO;ANTIOQUIA;A;OFICIAL;MANANA;56;50,92;46,57;47;47,8;46,1;8,47;9,56;8,7;7,24;8,16;20162
2923;LICEO SANTO CRISTO DE ZARAGOZA;5895;ZARAGOZA;ANTIOQUIA;A;OFICIAL;MANANA;94;48,01;48,12;46,7;46,6;45,26;8,19;9,16;8,92;7,72;7,76;20162
2931;LICEO EL BAGRE;5250;EL BAGRE;ANTIOQUIA;A;OFICIAL;MANANA;64;51,34;48,43;48,59;47,04;47,93;7,75;8,3;8,4;8,14;9,45;20162
2956;INST ARIANO;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;59;59,89;57,59;57,79;58,86;65,54;7,33;7,77;7,56;7,25;11,44;20162
2964;ATENEO TEC COMERCIAL;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;17;63,7;68,11;63;65,64;73,17;6,78;6,14;5,7;5,12;8,76;20162
2998;INSTITUCION EDUCATIVA DISTRITAL JORGE NICOLAS ABELLO;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;NOCTURNA;18;47,11;44,66;45,72;47,11;48,05;5,71;8,6;6,63;5,83;10,07;20162
3038;COL MILITAR ACOLSURE;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;61;54,29;52,06;51,11;53,77;58,31;8,92;11,11;10,75;9,5;11,03;20162
3053;COL AMERICANO DE BARRANQUILLA;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;227;60,28;58,21;59,59;60,78;66,47;8,2;8,73;7,89;7,86;10,08;20162
3061;COLEGIO ADVENTISTA DEL ATLANTICO  MAX TRUMMER  - SEDE PRINCIPAL;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;MANANA;33;56,63;55,75;56,45;57,84;61,51;8,81;9,94;9,37;8,48;10,43;20162
3103;COLEGIO BIFFI LA SALLE;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;98;61,55;63,79;59,91;62,43;69,27;8,14;10;8,73;7,84;9,35;20162
3111;INST. EDUC. DIST. CARLOS MEISEL;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;59;49,11;45,91;45,81;48,28;47,64;7,76;9,17;8,25;6,87;7,44;20162
3129;COL COLON;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;187;64,57;69,08;63,87;66,45;70,28;7,63;9,4;8,01;7,78;10,32;20162
3137;COLEGIO MAYOR DE BARRANQUILLA Y DEL CARIBE - SEDE 1;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;97;54,53;56,46;52,27;53,85;54,93;9,6;10,53;9,84;8,63;10,78;20162
3152;COLEGIO DE BARRANQUILLA CODEBA;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;81;51,67;50,2;49,85;52,62;52,49;8,73;8,57;9,65;7,41;10,21;20162
3160;COLEGIO DE MARIA AUXILIADORA - SEDE PRINCIPAL;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;70;62,81;61,12;60,51;60,95;69,55;8,81;8,51;8,65;7,36;12,64;20162
3178;COL NUESTRA SEORA DEL BUEN CONSEJO;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;MANANA;85;66,98;70,8;67,15;67,85;80,18;6,92;8,23;6,86;5,96;7,54;20162
3186;COLEGIO SAN FRANCISCO;8573;PUERTO COLOMBIA;ATLANTICO;A;NO OFICIAL;MANANA;75;58,17;58,4;57,73;60,41;63,76;7,46;8,55;8,63;7,58;10;20162
3194;NUEVO COL DEL PRADO;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;39;72,53;79,28;72,12;76,56;81,61;6,63;7,13;5,3;8,93;8,6;20162
3202;COLEGIO DEL SAGRADO CORAZON;8573;PUERTO COLOMBIA;ATLANTICO;A;NO OFICIAL;COMPLETA;140;66,17;69,42;65,72;69,93;75,43;7,34;9,25;7,62;7,12;9,58;20162
3210;COL COMPA?A DE MARIA LA ENSEANZA;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;96;65,66;67,37;66,09;65,66;77,42;7,59;9,84;8,7;7,23;11,15;20162
3244;I.E. DISTRITAL DE LAS NIEVES - SEDE PRINCIPAL;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;80;48,23;46,37;44,51;46,28;48,18;8;8,33;7,73;6,87;8,86;20162
3277;COL EUCARISTICO DE LA MERCED;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;MANANA;35;62,17;59,71;62,28;61,4;70,54;8,44;7,57;6,7;6,39;10,5;20162
3293;INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS;8758;SOLEDAD;ATLANTICO;A;OFICIAL;MANANA;167;51,79;52,33;49,23;51,98;51,16;8,37;8,67;9,16;7,73;9,92;20162
3335;INST. EDUC. TEC. DIST. HELENA DE CHAUVIN;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;84;53,75;51,51;50,42;53,11;53,41;7,62;8,9;7,51;6,55;8,65;20162
3368;COL SAN MIGUEL DEL ROSARIO;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;MANANA;63;60,47;54,23;58,84;59,6;64,96;8;9,67;8,02;7,87;13,01;20162
3376;COL DE LA SAGRADA FAMILIA;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;65;62,1;59,81;60,96;61,44;67,1;8,96;9,13;8,71;7,41;10,89;20162
3434;INST. EDUC. DIST. MARCO FIDEL SUAREZ;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;183;55,86;53,97;53,39;55,39;55,1;9,65;9,43;10,02;8,84;11,47;20162
3467;INSTITUCION EDUCATIVA DISTRITAL JOSE EUSEBIO CARO - SEDE PRINCIPAL;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;88;53,4;53,2;52,95;53,05;52,71;9,38;9,99;10,07;8,75;10,82;20162
3509;COL NTRA SRA DE LOURDES;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;80;64,32;60,3;62,8;61,83;70,81;7,54;9,77;8,15;7,55;11,21;20162
3517;COL. SALECIANO SAN ROQUE;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;MANANA;44;57,04;58,95;55,88;57,13;56,9;8,55;9,96;9,73;8,33;9,65;20162
3558;SEMINARIO CONCILIAR SAN LUIS BELTRAN;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;62;56,74;54,96;56,04;55,2;60,3;7;9,44;8,37;7,94;9,99;20162
3566;INST. EDUC. SOFIA CAMARGO DE LLERAS;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;190;60,13;55,52;56,6;58,26;61,33;8,42;8,69;8,14;7,22;10,68;20162
3590;ESCUELA NORMAL SUPERIOR DEL DISTRITO BARRANQUILLA;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;145;61,47;61,98;60,93;61,67;65,08;7,92;9,14;8,07;6,85;11,21;20162
3608;INSTITUCION EDUCATIVA DISTRITAL ALEXANDER VON HUMBOLDT;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;COMPLETA;55;68,96;71,6;69,25;70,54;78,63;5,87;8,96;5,41;6,46;8,51;20162
3665;FUNDACION EDUCATIVA INSTITUTO EXPERIMENTAL DEL ATLANTICO JOSE CELESTINO MUTIS - SEDE PRINCIPAL;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;19;70,52;72,78;70,94;69,36;81,26;4,47;8,88;4,37;4,64;7,03;20162
3699;INSTITUCION EDUCATIVA INEM MIGUEL ANTONIO CARO;8758;SOLEDAD;ATLANTICO;A;OFICIAL;MANANA;285;49,92;49,1;48,36;49,72;48,88;8,74;9,7;9,84;8,43;9,1;20162
3723;I E POLITECNICO DE SOLEDAD;8758;SOLEDAD;ATLANTICO;A;OFICIAL;MANANA;126;60,04;59,09;59,53;60,26;61,61;7,82;9,91;8,97;7,45;10,96;20162
3756;INSTITUTO TECNICO NACIONAL DE COMERCIO SEDE 1;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;179;54,49;52,82;50,86;53,48;56,27;9,31;9,97;10,12;8,86;10,43;20162
3764;INSTITUTO TECNICO NACIONAL DE COMERCIO SEDE 1;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;TARDE;97;54,22;52,87;52,1;54;55,25;7,91;9,61;9,19;7,38;9,58;20162
3772;INSTITUTO TECNICO NACIONAL DE COMERCIO SEDE 1;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;NOCTURNA;54;46,5;41,48;43,24;42,92;45,96;7,01;8,68;8,43;8,07;9,26;20162
3798;COLEGIO LICEO DE CERVANTES;8001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA;87;64,52;64,63;67,65;65,57;75,56;8,07;7,49;7,19;6,29;10,73;20162
3855;ESCUELA NORMAL SUPERIOR LA HACIENDA;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;COMPLETA;177;58,32;57,96;57,04;58,15;60,24;8,06;10,57;9,99;8,98;11,9;20162
3913;INSTITUCION EDUCATIVA JUAN XXIII;8433;MALAMBO;ATLANTICO;A;OFICIAL;MANANA;78;49,5;46,62;46,05;48,43;48,67;8,24;9,38;10,75;7,27;8,99;20162
3921;INSTITUCION EDUCATIVA SAN LUIS BELTRAN;8436;MANATI;ATLANTICO;A;OFICIAL;MANANA;52;43,69;40;39,63;41,4;39,76;7,05;9,55;8,95;7,52;5,17;20162
3939;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE MANATI;8436;MANATI;ATLANTICO;A;OFICIAL;COMPLETA;90;44,13;40,21;41,47;43,63;44,36;8,17;9,13;8,07;7,85;7,82;20162
3954;INSTITUCION EDUCATIVA COMERCIAL FRANCISCO JAVIER CISNEROS;8573;PUERTO COLOMBIA;ATLANTICO;A;OFICIAL;MANANA;63;54,26;53,2;53,07;54,85;56,65;10,16;11,26;11,49;9,51;14,67;20162
3996;INSTITUCION EDUCATIVA DE SABANALARGA;8638;SABANALARGA;ATLANTICO;A;OFICIAL;MANANA;133;51,79;47,3;46,91;49,08;47,41;8,61;9,87;9,53;8,75;7,65;20162
4010;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SANTA TERESITA;8638;SABANALARGA;ATLANTICO;A;NO OFICIAL;COMPLETA;67;57,32;53,7;55,47;54,59;58,59;9,39;9,5;8,9;9,2;11,19;20162
4028;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SEORA DE FATIMA;8634;SABANAGRANDE;ATLANTICO;A;OFICIAL;COMPLETA;131;54,71;51,22;52,63;53,83;54,75;8,59;9,34;8,39;7,53;9,66;20162
4044;INSTITUCION EDUCATIVA DE SOLEDAD - INOBASOL;8758;SOLEDAD;ATLANTICO;A;OFICIAL;MANANA;52;50,42;48,3;46,17;50,92;49,65;8,3;9,39;9,39;9,31;9,76;20162
4069;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL BLAS TORRES DE LA TORRE;8758;SOLEDAD;ATLANTICO;A;OFICIAL;MANANA;119;57,15;59,52;56,01;58,84;58,62;7,51;9,31;9,64;7,61;10,17;20162
4077;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL BLAS TORRES DE LA TORRE;8758;SOLEDAD;ATLANTICO;A;OFICIAL;TARDE;123;57,11;60,16;57,53;59,57;58,05;7,73;8,7;8,66;6,99;11,18;20162
4085;INSTITUCION EDUCATIVA NUESTRA SEORA DEL TRANSITO;8849;USIACURI;ATLANTICO;A;OFICIAL;MANANA;106;48,46;46,82;45,13;48,85;46,24;7,77;8,83;8,01;6,64;8,13;20162
4119;COL. BIFFI;13001;CARTAGENA;BOLIVAR;A;NO OFICIAL;MANANA;116;65,29;61,63;64,81;63,22;65,44;7,52;8,34;8,61;6,43;11,22;20162
4143;COL. DE LA ESPERANZA;13001;CARTAGENA;BOLIVAR;A;NO OFICIAL;MANANA;22;64,45;63;63,68;61,9;67,81;8,9;7,55;7,61;9,16;10,31;20162
4200;COL. EL CARMELO;13001;CARTAGENA;BOLIVAR;A;NO OFICIAL;MANANA;8;58,62;52,37;58,25;59,37;62,12;7,4;9,95;10,34;6,92;13,42;20162
4218;COL. EUCARISTICO DE SANTA TERESA;13001;CARTAGENA;BOLIVAR;A;NO OFICIAL;COMPLETA;65;59,41;57,6;58,58;59,52;66,7;8,59;9,78;10,13;8,5;13,9;20162
4242;COL. DE LA SALLE;13001;CARTAGENA;BOLIVAR;A;NO OFICIAL;COMPLETA;121;62,34;62,54;61,56;62,28;70,79;7,22;8,7;7,63;7,39;11,42;20162
4309;INSTITUCION EDUCATIVA NUESTRA SRA DEL CARMEN;13001;CARTAGENA;BOLIVAR;A;OFICIAL;MANANA;232;52,76;48,17;49,09;51,78;52,33;8,64;9,28;9,52;8,3;9,18;20162
4317;INSTITUCION EDUCATIVA NUESTRA SRA DEL CARMEN;13001;CARTAGENA;BOLIVAR;A;OFICIAL;TARDE;106;46,99;44,59;45,07;48,56;45,84;7,47;9,61;8,38;7,76;8,26;20162
4325;COL. NTRA. SE?ORA DE LA CANDELARIA;13001;CARTAGENA;BOLIVAR;A;NO OFICIAL;COMPLETA;70;60,61;60,94;58,68;60,44;63,51;8,18;9,55;8,88;8,06;11,38;20162
4333;COL. SALESIANO SAN PEDRO CLAVER;13001;CARTAGENA;BOLIVAR;A;NO OFICIAL;MANANA;130;63,66;64,93;63,53;62,91;69,38;7,34;9,17;8,43;9,11;9,57;20162
4358;COL. SEMINARIO DE C/GENA;13001;CARTAGENA;BOLIVAR;A;OFICIAL;MANANA;171;49,43;47,26;46,51;48,61;49,78;8,62;9,72;9,71;8,58;9,93;20162
4416;INSTITUCION EDUCATIVA ANA MARIA VELEZ DE TRUJILLO;13001;CARTAGENA;BOLIVAR;A;OFICIAL;TARDE;25;43,24;39;40,2;41,8;44,4;6,26;8,77;5,56;8,86;6,15;20162
4424;INSTITUCION EDUCATIVA JOSE MANUEL RODRIGUEZ TORICES;13001;CARTAGENA;BOLIVAR;A;OFICIAL;MANANA;217;52,29;48,8;49,96;53,02;50,23;9,1;10,01;9,73;8,77;10,69;20162
4432;INSTITUCION EDUCATIVA JOSE MANUEL RODRIGUEZ TORICES;13001;CARTAGENA;BOLIVAR;A;OFICIAL;TARDE;6;56,83;55,33;53,5;56,16;54,66;7,52;15,95;12,29;10,45;6,59;20162
4457;INSTITUCION EDUCATIVA LICEO DE BOLIVAR;13001;CARTAGENA;BOLIVAR;A;OFICIAL;MANANA;91;46,09;42,39;42,12;45,29;44,62;7,56;9,37;8,4;8,71;7,49;20162
